"date","day","field","harvest","plant","shoot","shoot_height"
2017-06-17,13,"B","N","3","2",4.6
2017-06-17,13,"B","N","3","3",5.4
2017-06-17,13,"B","N","3","4",1.8
2017-06-17,13,"B","N","3","5",6.3
2017-06-17,13,"B","N","3","6",3.6
2017-06-17,13,"B","N","3","7",4.7
2017-06-17,13,"B","N","4","1",3.8
2017-06-17,13,"B","N","4","2",5.1
2017-06-17,13,"B","N","4","3",6.3
2017-06-17,13,"B","N","4","4",2.9
2017-06-17,13,"B","N","4","5",4.6
2017-06-17,13,"B","N","4","6",5.7
2017-06-17,13,"B","N","4","7",6.3
2017-06-17,13,"B","N","5","1",4.1
2017-06-17,13,"B","N","5","2",4.6
2017-06-17,13,"B","N","5","3",5.7
2017-06-17,13,"B","N","5","4",6.3
2017-06-17,13,"B","N","5","5",3.5
2017-06-17,13,"B","N","5","6",3.2
2017-06-17,13,"B","N","5","7",1.4
2017-06-17,13,"B","N","6","1",6.6
2017-06-17,13,"B","N","6","2",7
2017-06-17,13,"B","N","6","3",7.3
2017-06-17,13,"B","N","6","4",4
2017-06-17,13,"B","N","6","5",5
2017-06-17,13,"B","N","6","6",5.9
2017-06-17,13,"B","N","6","7",1.4
2017-06-17,13,"B","N","7","1",5
2017-06-17,13,"B","N","7","2",3
2017-06-17,13,"B","N","7","3",5.1
2017-06-17,13,"B","N","7","4",3.5
2017-06-17,13,"B","N","7","5",2.5
2017-06-17,13,"B","N","7","6",4.6
2017-06-17,13,"B","N","7","7",5.8
2017-06-17,13,"B","N","8","1",5
2017-06-17,13,"B","N","8","2",6.1
2017-06-17,13,"B","N","8","3",5.5
2017-06-17,13,"B","N","8","4",5.6
2017-06-17,13,"B","N","8","5",4.2
2017-06-17,13,"B","N","8","6",3.1
2017-06-17,13,"B","N","8","7",4.5
2017-06-17,13,"B","N","9","1",5.5
2017-06-17,13,"B","N","9","2",4.6
2017-06-17,13,"B","N","9","3",4.6
2017-06-17,13,"B","N","9","4",2.2
2017-06-17,13,"B","N","9","5",3.9
2017-06-17,13,"B","N","9","6",2.6
2017-06-17,13,"B","N","9","7",5.1
2017-06-17,13,"B","N","10","1",4.1
2017-06-17,13,"B","N","10","2",2.4
2017-06-17,13,"B","N","10","3",7.5
2017-06-17,13,"B","N","10","4",6.3
2017-06-17,13,"B","N","10","5",2.5
2017-06-17,13,"B","N","10","6",3.6
2017-06-17,13,"B","N","10","7",3.9
2017-06-18,14,"A","N","1","1",5.5
2017-06-18,14,"A","N","1","2",NA
2017-06-18,14,"A","N","1","3",NA
2017-06-18,14,"A","N","1","4",NA
2017-06-18,14,"A","N","1","5",4.1
2017-06-18,14,"A","N","1","6",4.3
2017-06-18,14,"A","N","1","7",NA
2017-06-18,14,"A","N","2","1",7.9
2017-06-18,14,"A","N","2","2",6.5
2017-06-18,14,"A","N","2","3",NA
2017-06-18,14,"A","N","2","4",NA
2017-06-18,14,"A","N","2","5",3.4
2017-06-18,14,"A","N","2","6",NA
2017-06-18,14,"A","N","2","7",5.3
2017-06-18,14,"A","N","3","1",7.4
2017-06-18,14,"A","N","3","2",6.7
2017-06-18,14,"A","N","3","3",7.5
2017-06-18,14,"A","N","3","4",3
2017-06-18,14,"A","N","3","5",3.8
2017-06-18,14,"A","N","3","6",NA
2017-06-18,14,"A","N","3","7",11
2017-06-18,14,"A","N","4","1",2.4
2017-06-18,14,"A","N","4","2",6.1
2017-06-18,14,"A","N","4","3",8.4
2017-06-18,14,"A","N","4","4",4.9
2017-06-18,14,"A","N","4","5",5
2017-06-18,14,"A","N","4","6",2.2
2017-06-18,14,"A","N","4","7",8.2
2017-06-18,14,"A","N","5","1",5.3
2017-06-18,14,"A","N","5","2",3.3
2017-06-18,14,"A","N","5","3",3.2
2017-06-18,14,"A","N","5","4",12.5
2017-06-18,14,"A","N","5","5",3
2017-06-18,14,"A","N","5","6",6.5
2017-06-18,14,"A","N","5","7",5
2017-06-18,14,"A","N","6","1",6.6
2017-06-18,14,"A","N","6","2",4.6
2017-06-18,14,"A","N","6","3",4.1
2017-06-18,14,"A","N","6","4",5.5
2017-06-18,14,"A","N","6","5",5
2017-06-18,14,"A","N","6","6",6
2017-06-18,14,"A","N","6","7",2.1
2017-06-18,14,"A","N","7","1",3.5
2017-06-18,14,"A","N","7","2",7.2
2017-06-18,14,"A","N","7","3",2.7
2017-06-18,14,"A","N","7","4",NA
2017-06-18,14,"A","N","7","5",3.8
2017-06-18,14,"A","N","7","6",6.9
2017-06-18,14,"A","N","7","7",3.2
2017-06-18,14,"A","N","8","1",7.1
2017-06-18,14,"A","N","8","2",7.4
2017-06-18,14,"A","N","8","3",5.1
2017-06-18,14,"A","N","8","4",7.5
2017-06-18,14,"A","N","8","5",4.6
2017-06-18,14,"A","N","8","6",1.7
2017-06-18,14,"A","N","8","7",5
2017-06-18,14,"A","N","9","1",5
2017-06-18,14,"A","N","9","2",9
2017-06-18,14,"A","N","9","3",5.1
2017-06-18,14,"A","N","9","4",4.2
2017-06-18,14,"A","N","9","5",3.7
2017-06-18,14,"A","N","9","6",NA
2017-06-18,14,"A","N","9","7",6
2017-06-18,14,"A","N","10","1",10.2
2017-06-18,14,"A","N","10","2",3.5
2017-06-18,14,"A","N","10","3",3.1
2017-06-18,14,"A","N","10","4",6.8
2017-06-18,14,"A","N","10","5",11.9
2017-06-18,14,"A","N","10","6",3.8
2017-06-18,14,"A","N","10","7",6.2
2017-06-18,14,"B","N","1","1",3.9
2017-06-18,14,"B","N","1","2",4.5
2017-06-18,14,"B","N","1","3",6.6
2017-06-18,14,"B","N","1","4",6.5
2017-06-18,14,"B","N","1","5",3.5
2017-06-18,14,"B","N","1","6",5
2017-06-18,14,"B","N","1","7",6.5
2017-06-18,14,"B","N","2","1",4
2017-06-18,14,"B","N","2","2",7
2017-06-18,14,"B","N","2","3",2.4
2017-06-18,14,"B","N","2","4",3.7
2017-06-18,14,"B","N","2","5",5.5
2017-06-18,14,"B","N","2","6",7
2017-06-18,14,"B","N","2","7",6.6
2017-06-18,14,"B","N","3","1",3.6
2017-06-18,14,"B","N","3","2",4.8
2017-06-18,14,"B","N","3","3",6.2
2017-06-18,14,"B","N","3","4",1.5
2017-06-18,14,"B","N","3","5",6.7
2017-06-18,14,"B","N","3","6",3.6
2017-06-18,14,"B","N","3","7",5
2017-06-18,14,"B","N","4","1",3.9
2017-06-18,14,"B","N","4","2",5
2017-06-18,14,"B","N","4","3",6.5
2017-06-18,14,"B","N","4","4",2.9
2017-06-18,14,"B","N","4","5",4.6
2017-06-18,14,"B","N","4","6",6
2017-06-18,14,"B","N","4","7",7.1
2017-06-18,14,"B","N","5","1",4
2017-06-18,14,"B","N","5","2",4.6
2017-06-18,14,"B","N","5","3",5.6
2017-06-18,14,"B","N","5","4",6.5
2017-06-18,14,"B","N","5","5",3.6
2017-06-18,14,"B","N","5","6",3.3
2017-06-18,14,"B","N","5","7",1.3
2017-06-18,14,"B","N","6","1",6.9
2017-06-18,14,"B","N","6","2",7.3
2017-06-18,14,"B","N","6","3",6.9
2017-06-18,14,"B","N","6","4",4.2
2017-06-18,14,"B","N","6","5",5
2017-06-18,14,"B","N","6","6",5.9
2017-06-18,14,"B","N","6","7",1.3
2017-06-18,14,"B","N","7","1",4.6
2017-06-18,14,"B","N","7","2",2.8
2017-06-18,14,"B","N","7","3",5
2017-06-18,14,"B","N","7","4",3.6
2017-06-18,14,"B","N","7","5",2.8
2017-06-18,14,"B","N","7","6",4.5
2017-06-18,14,"B","N","7","7",5.9
2017-06-18,14,"B","N","8","1",5.2
2017-06-18,14,"B","N","8","2",6.5
2017-06-18,14,"B","N","8","3",5.6
2017-06-18,14,"B","N","8","4",5.5
2017-06-18,14,"B","N","8","5",4.4
2017-06-18,14,"B","N","8","6",3.4
2017-06-18,14,"B","N","8","7",4.6
2017-06-18,14,"B","N","9","1",5.9
2017-06-18,14,"B","N","9","2",4.5
2017-06-18,14,"B","N","9","3",4.6
2017-06-18,14,"B","N","9","4",2.4
2017-06-18,14,"B","N","9","5",3.4
2017-06-18,14,"B","N","9","6",3
2017-06-18,14,"B","N","9","7",5.3
2017-06-18,14,"B","N","10","1",3.8
2017-06-18,14,"B","N","10","2",2.6
2017-06-18,14,"B","N","10","3",8.3
2017-06-18,14,"B","N","10","4",6
2017-06-18,14,"B","N","10","5",2.8
2017-06-18,14,"B","N","10","6",3.7
2017-06-18,14,"B","N","10","7",3.7
2017-06-19,15,"A","N","1","1",5.8
2017-06-19,15,"A","N","1","2",NA
2017-06-19,15,"A","N","1","3",NA
2017-06-19,15,"A","N","1","4",NA
2017-06-19,15,"A","N","1","5",3.9
2017-06-19,15,"A","N","1","6",4.6
2017-06-19,15,"A","N","1","7",NA
2017-06-19,15,"A","N","2","1",8
2017-06-19,15,"A","N","2","2",6.3
2017-06-19,15,"A","N","2","3",NA
2017-06-19,15,"A","N","2","4",NA
2017-06-19,15,"A","N","2","5",2.8
2017-06-19,15,"A","N","2","6",NA
2017-06-19,15,"A","N","2","7",5.1
2017-06-19,15,"A","N","3","1",7.8
2017-06-19,15,"A","N","3","2",7
2017-06-19,15,"A","N","3","3",7.7
2017-06-19,15,"A","N","3","4",3
2017-06-19,15,"A","N","3","5",4
2017-06-19,15,"A","N","3","6",NA
2017-06-19,15,"A","N","3","7",11.3
2017-06-19,15,"A","N","4","1",2.9
2017-06-19,15,"A","N","4","2",6.4
2017-06-19,15,"A","N","4","3",8.5
2017-06-19,15,"A","N","4","4",4.9
2017-06-19,15,"A","N","4","5",5.1
2017-06-19,15,"A","N","4","6",2.2
2017-06-19,15,"A","N","4","7",8.4
2017-06-19,15,"A","N","5","1",5.5
2017-06-19,15,"A","N","5","2",3.2
2017-06-19,15,"A","N","5","3",3.9
2017-06-19,15,"A","N","5","4",13.1
2017-06-19,15,"A","N","5","5",3
2017-06-19,15,"A","N","5","6",6.8
2017-06-19,15,"A","N","5","7",5
2017-06-19,15,"A","N","6","1",6.9
2017-06-19,15,"A","N","6","2",4.9
2017-06-19,15,"A","N","6","3",4
2017-06-19,15,"A","N","6","4",5.5
2017-06-19,15,"A","N","6","5",5.1
2017-06-19,15,"A","N","6","6",6
2017-06-19,15,"A","N","6","7",2.1
2017-06-19,15,"A","N","7","1",3.5
2017-06-19,15,"A","N","7","2",6.1
2017-06-19,15,"A","N","7","3",2.6
2017-06-19,15,"A","N","7","4",NA
2017-06-19,15,"A","N","7","5",3.6
2017-06-19,15,"A","N","7","6",7.1
2017-06-19,15,"A","N","7","7",3.9
2017-06-19,15,"A","N","8","1",6.9
2017-06-19,15,"A","N","8","2",7.5
2017-06-19,15,"A","N","8","3",5
2017-06-19,15,"A","N","8","4",7.9
2017-06-19,15,"A","N","8","5",4.6
2017-06-19,15,"A","N","8","6",1.8
2017-06-19,15,"A","N","8","7",4.9
2017-06-19,15,"A","N","9","1",5.2
2017-06-19,15,"A","N","9","2",9.1
2017-06-19,15,"A","N","9","3",3.8
2017-06-19,15,"A","N","9","4",4.2
2017-06-19,15,"A","N","9","5",3.7
2017-06-19,15,"A","N","9","6",NA
2017-06-19,15,"A","N","9","7",6.2
2017-06-19,15,"A","N","10","1",10.1
2017-06-19,15,"A","N","10","2",3.6
2017-06-19,15,"A","N","10","3",3.2
2017-06-19,15,"A","N","10","4",6.9
2017-06-19,15,"A","N","10","5",11.5
2017-06-19,15,"A","N","10","6",3.8
2017-06-19,15,"A","N","10","7",6.2
2017-06-19,15,"B","N","1","1",4.2
2017-06-19,15,"B","N","1","2",4.6
2017-06-19,15,"B","N","1","3",7
2017-06-19,15,"B","N","1","4",6.7
2017-06-19,15,"B","N","1","5",3.5
2017-06-19,15,"B","N","1","6",5.4
2017-06-19,15,"B","N","1","7",7
2017-06-19,15,"B","N","2","1",4
2017-06-19,15,"B","N","2","2",7.3
2017-06-19,15,"B","N","2","3",2.9
2017-06-19,15,"B","N","2","4",4
2017-06-19,15,"B","N","2","5",5.6
2017-06-19,15,"B","N","2","6",7.1
2017-06-19,15,"B","N","2","7",6.6
2017-06-19,15,"B","N","3","1",3.5
2017-06-19,15,"B","N","3","2",4.8
2017-06-19,15,"B","N","3","3",6.2
2017-06-19,15,"B","N","3","4",1.5
2017-06-19,15,"B","N","3","5",6.9
2017-06-19,15,"B","N","3","6",3.7
2017-06-19,15,"B","N","3","7",5.2
2017-06-19,15,"B","N","4","1",4.1
2017-06-19,15,"B","N","4","2",5.5
2017-06-19,15,"B","N","4","3",6.6
2017-06-19,15,"B","N","4","4",3
2017-06-19,15,"B","N","4","5",4.8
2017-06-19,15,"B","N","4","6",6.2
2017-06-19,15,"B","N","4","7",7
2017-06-19,15,"B","N","5","1",4
2017-06-19,15,"B","N","5","2",5
2017-06-19,15,"B","N","5","3",5.5
2017-06-19,15,"B","N","5","4",7
2017-06-19,15,"B","N","5","5",4
2017-06-19,15,"B","N","5","6",3.5
2017-06-19,15,"B","N","5","7",1.5
2017-06-19,15,"B","N","6","1",7
2017-06-19,15,"B","N","6","2",7.5
2017-06-19,15,"B","N","6","3",7.3
2017-06-19,15,"B","N","6","4",4.3
2017-06-19,15,"B","N","6","5",5.1
2017-06-19,15,"B","N","6","6",6.1
2017-06-19,15,"B","N","6","7",1.4
2017-06-19,15,"B","N","7","1",5
2017-06-19,15,"B","N","7","2",3
2017-06-19,15,"B","N","7","3",5.4
2017-06-19,15,"B","N","7","4",4.8
2017-06-19,15,"B","N","7","5",2.5
2017-06-19,15,"B","N","7","6",4.6
2017-06-19,15,"B","N","7","7",6.1
2017-06-19,15,"B","N","8","1",5.7
2017-06-19,15,"B","N","8","2",6.5
2017-06-19,15,"B","N","8","3",6
2017-06-19,15,"B","N","8","4",5.8
2017-06-19,15,"B","N","8","5",4.5
2017-06-19,15,"B","N","8","6",3.6
2017-06-19,15,"B","N","8","7",5.2
2017-06-19,15,"B","N","9","1",5.8
2017-06-19,15,"B","N","9","2",4.6
2017-06-19,15,"B","N","9","3",4.5
2017-06-19,15,"B","N","9","4",2.5
2017-06-19,15,"B","N","9","5",4.4
2017-06-19,15,"B","N","9","6",3.4
2017-06-19,15,"B","N","9","7",5.5
2017-06-19,15,"B","N","10","1",3.6
2017-06-19,15,"B","N","10","2",2.9
2017-06-19,15,"B","N","10","3",8.3
2017-06-19,15,"B","N","10","4",6
2017-06-19,15,"B","N","10","5",2.5
2017-06-19,15,"B","N","10","6",3.9
2017-06-19,15,"B","N","10","7",3.9
2017-06-20,16,"A","N","1","1",6
2017-06-20,16,"A","N","1","2",NA
2017-06-20,16,"A","N","1","3",NA
2017-06-20,16,"A","N","1","4",NA
2017-06-20,16,"A","N","1","5",4
2017-06-20,16,"A","N","1","6",4.3
2017-06-20,16,"A","N","1","7",NA
2017-06-20,16,"A","N","2","1",8.4
2017-06-20,16,"A","N","2","2",6.6
2017-06-20,16,"A","N","2","3",NA
2017-06-20,16,"A","N","2","4",NA
2017-06-20,16,"A","N","2","5",2.9
2017-06-20,16,"A","N","2","6",NA
2017-06-20,16,"A","N","2","7",5.1
2017-06-20,16,"A","N","3","1",8.4
2017-06-20,16,"A","N","3","2",7
2017-06-20,16,"A","N","3","3",8.1
2017-06-20,16,"A","N","3","4",3
2017-06-20,16,"A","N","3","5",4.5
2017-06-20,16,"A","N","3","6",NA
2017-06-20,16,"A","N","3","7",11.1
2017-06-20,16,"A","N","4","1",2.3
2017-06-20,16,"A","N","4","2",6.5
2017-06-20,16,"A","N","4","3",9
2017-06-20,16,"A","N","4","4",5.1
2017-06-20,16,"A","N","4","5",5.3
2017-06-20,16,"A","N","4","6",2.2
2017-06-20,16,"A","N","4","7",8.6
2017-06-20,16,"A","N","5","1",5.5
2017-06-20,16,"A","N","5","2",3.3
2017-06-20,16,"A","N","5","3",3.5
2017-06-20,16,"A","N","5","4",13.5
2017-06-20,16,"A","N","5","5",4.1
2017-06-20,16,"A","N","5","6",6.9
2017-06-20,16,"A","N","5","7",5
2017-06-20,16,"A","N","6","1",7.7
2017-06-20,16,"A","N","6","2",5.2
2017-06-20,16,"A","N","6","3",4
2017-06-20,16,"A","N","6","4",5.8
2017-06-20,16,"A","N","6","5",5.2
2017-06-20,16,"A","N","6","6",6
2017-06-20,16,"A","N","6","7",2
2017-06-20,16,"A","N","7","1",4
2017-06-20,16,"A","N","7","2",6.7
2017-06-20,16,"A","N","7","3",2.8
2017-06-20,16,"A","N","7","4",NA
2017-06-20,16,"A","N","7","5",3.5
2017-06-20,16,"A","N","7","6",7.3
2017-06-20,16,"A","N","7","7",3.6
2017-06-20,16,"A","N","8","1",7
2017-06-20,16,"A","N","8","2",8
2017-06-20,16,"A","N","8","3",5.5
2017-06-20,16,"A","N","8","4",7.9
2017-06-20,16,"A","N","8","5",4.4
2017-06-20,16,"A","N","8","6",2.7
2017-06-20,16,"A","N","8","7",5
2017-06-20,16,"A","N","9","1",5.2
2017-06-20,16,"A","N","9","2",9.6
2017-06-20,16,"A","N","9","3",5.9
2017-06-20,16,"A","N","9","4",4.3
2017-06-20,16,"A","N","9","5",3.8
2017-06-20,16,"A","N","9","6",NA
2017-06-20,16,"A","N","9","7",6.2
2017-06-20,16,"A","N","10","1",10.5
2017-06-20,16,"A","N","10","2",4
2017-06-20,16,"A","N","10","3",3.3
2017-06-20,16,"A","N","10","4",7.3
2017-06-20,16,"A","N","10","5",12.3
2017-06-20,16,"A","N","10","6",3.9
2017-06-20,16,"A","N","10","7",6
2017-06-20,16,"B","N","1","1",4.2
2017-06-20,16,"B","N","1","2",5.1
2017-06-20,16,"B","N","1","3",7
2017-06-20,16,"B","N","1","4",7.6
2017-06-20,16,"B","N","1","5",3.6
2017-06-20,16,"B","N","1","6",5.7
2017-06-20,16,"B","N","1","7",7.6
2017-06-20,16,"B","N","2","1",4.1
2017-06-20,16,"B","N","2","2",7.9
2017-06-20,16,"B","N","2","3",2.5
2017-06-20,16,"B","N","2","4",4.3
2017-06-20,16,"B","N","2","5",6
2017-06-20,16,"B","N","2","6",7.8
2017-06-20,16,"B","N","2","7",7.1
2017-06-20,16,"B","N","3","1",3.5
2017-06-20,16,"B","N","3","2",5.1
2017-06-20,16,"B","N","3","3",6.3
2017-06-20,16,"B","N","3","4",1.5
2017-06-20,16,"B","N","3","5",7.4
2017-06-20,16,"B","N","3","6",4.1
2017-06-20,16,"B","N","3","7",5.5
2017-06-20,16,"B","N","4","1",6
2017-06-20,16,"B","N","4","2",6
2017-06-20,16,"B","N","4","3",6.5
2017-06-20,16,"B","N","4","4",3
2017-06-20,16,"B","N","4","5",5
2017-06-20,16,"B","N","4","6",6.6
2017-06-20,16,"B","N","4","7",8
2017-06-20,16,"B","N","5","1",4
2017-06-20,16,"B","N","5","2",5.5
2017-06-20,16,"B","N","5","3",6
2017-06-20,16,"B","N","5","4",7.3
2017-06-20,16,"B","N","5","5",3.8
2017-06-20,16,"B","N","5","6",3.7
2017-06-20,16,"B","N","5","7",1.5
2017-06-20,16,"B","N","6","1",6.8
2017-06-20,16,"B","N","6","2",8
2017-06-20,16,"B","N","6","3",7.5
2017-06-20,16,"B","N","6","4",4.5
2017-06-20,16,"B","N","6","5",5.4
2017-06-20,16,"B","N","6","6",6.5
2017-06-20,16,"B","N","6","7",1.1
2017-06-20,16,"B","N","7","1",4.7
2017-06-20,16,"B","N","7","2",3
2017-06-20,16,"B","N","7","3",5.1
2017-06-20,16,"B","N","7","4",3.7
2017-06-20,16,"B","N","7","5",2.5
2017-06-20,16,"B","N","7","6",4.8
2017-06-20,16,"B","N","7","7",6
2017-06-20,16,"B","N","8","1",6
2017-06-20,16,"B","N","8","2",6.9
2017-06-20,16,"B","N","8","3",6
2017-06-20,16,"B","N","8","4",6.6
2017-06-20,16,"B","N","8","5",4.8
2017-06-20,16,"B","N","8","6",3.5
2017-06-20,16,"B","N","8","7",5.8
2017-06-20,16,"B","N","9","1",6
2017-06-20,16,"B","N","9","2",4.7
2017-06-20,16,"B","N","9","3",4.1
2017-06-20,16,"B","N","9","4",2.3
2017-06-20,16,"B","N","9","5",4.2
2017-06-20,16,"B","N","9","6",3.9
2017-06-20,16,"B","N","9","7",5.8
2017-06-20,16,"B","N","10","1",4.1
2017-06-20,16,"B","N","10","2",3.5
2017-06-20,16,"B","N","10","3",8.9
2017-06-20,16,"B","N","10","4",6.2
2017-06-20,16,"B","N","10","5",2.9
2017-06-20,16,"B","N","10","6",3.8
2017-06-20,16,"B","N","10","7",4.5
2017-06-21,17,"A","N","1","1",6.3
2017-06-21,17,"A","N","1","2",NA
2017-06-21,17,"A","N","1","3",NA
2017-06-21,17,"A","N","1","4",NA
2017-06-21,17,"A","N","1","5",4.2
2017-06-21,17,"A","N","1","6",4.7
2017-06-21,17,"A","N","1","7",NA
2017-06-21,17,"A","N","2","1",9.1
2017-06-21,17,"A","N","2","2",6.7
2017-06-21,17,"A","N","2","3",NA
2017-06-21,17,"A","N","2","4",NA
2017-06-21,17,"A","N","2","5",2.9
2017-06-21,17,"A","N","2","6",NA
2017-06-21,17,"A","N","2","7",5.4
2017-06-21,17,"A","N","3","1",9.2
2017-06-21,17,"A","N","3","2",7.3
2017-06-21,17,"A","N","3","3",8.4
2017-06-21,17,"A","N","3","4",2.9
2017-06-21,17,"A","N","3","5",4.7
2017-06-21,17,"A","N","3","6",NA
2017-06-21,17,"A","N","3","7",11.6
2017-06-21,17,"A","N","4","1",2.4
2017-06-21,17,"A","N","4","2",6.7
2017-06-21,17,"A","N","4","3",9
2017-06-21,17,"A","N","4","4",5
2017-06-21,17,"A","N","4","5",5.5
2017-06-21,17,"A","N","4","6",2.4
2017-06-21,17,"A","N","4","7",9
2017-06-21,17,"A","N","5","1",5.5
2017-06-21,17,"A","N","5","2",3.2
2017-06-21,17,"A","N","5","3",3.5
2017-06-21,17,"A","N","5","4",14.1
2017-06-21,17,"A","N","5","5",4
2017-06-21,17,"A","N","5","6",7
2017-06-21,17,"A","N","5","7",5.2
2017-06-21,17,"A","N","6","1",8.1
2017-06-21,17,"A","N","6","2",5.4
2017-06-21,17,"A","N","6","3",4
2017-06-21,17,"A","N","6","4",6
2017-06-21,17,"A","N","6","5",5.4
2017-06-21,17,"A","N","6","6",5.8
2017-06-21,17,"A","N","6","7",2
2017-06-21,17,"A","N","7","1",3.5
2017-06-21,17,"A","N","7","2",7.7
2017-06-21,17,"A","N","7","3",2.4
2017-06-21,17,"A","N","7","4",NA
2017-06-21,17,"A","N","7","5",4.1
2017-06-21,17,"A","N","7","6",7.4
2017-06-21,17,"A","N","7","7",3.4
2017-06-21,17,"A","N","8","1",NA
2017-06-21,17,"A","N","8","2",8.1
2017-06-21,17,"A","N","8","3",5.5
2017-06-21,17,"A","N","8","4",8
2017-06-21,17,"A","N","8","5",5.2
2017-06-21,17,"A","N","8","6",2.5
2017-06-21,17,"A","N","8","7",5.1
2017-06-21,17,"A","N","9","1",5.4
2017-06-21,17,"A","N","9","2",10
2017-06-21,17,"A","N","9","3",6.2
2017-06-21,17,"A","N","9","4",4.5
2017-06-21,17,"A","N","9","5",4
2017-06-21,17,"A","N","9","6",NA
2017-06-21,17,"A","N","9","7",6.5
2017-06-21,17,"A","N","10","1",10.9
2017-06-21,17,"A","N","10","2",4.3
2017-06-21,17,"A","N","10","3",3.3
2017-06-21,17,"A","N","10","4",7.2
2017-06-21,17,"A","N","10","5",13
2017-06-21,17,"A","N","10","6",4
2017-06-21,17,"A","N","10","7",6.6
2017-06-21,17,"B","N","1","1",4.2
2017-06-21,17,"B","N","1","2",5.2
2017-06-21,17,"B","N","1","3",7.1
2017-06-21,17,"B","N","1","4",8
2017-06-21,17,"B","N","1","5",3.5
2017-06-21,17,"B","N","1","6",6.4
2017-06-21,17,"B","N","1","7",7.8
2017-06-21,17,"B","N","2","1",4.8
2017-06-21,17,"B","N","2","2",8.4
2017-06-21,17,"B","N","2","3",2.5
2017-06-21,17,"B","N","2","4",4.3
2017-06-21,17,"B","N","2","5",6.2
2017-06-21,17,"B","N","2","6",8.5
2017-06-21,17,"B","N","2","7",7.6
2017-06-21,17,"B","N","3","1",3.5
2017-06-21,17,"B","N","3","2",5.2
2017-06-21,17,"B","N","3","3",6.5
2017-06-21,17,"B","N","3","4",1.5
2017-06-21,17,"B","N","3","5",8.2
2017-06-21,17,"B","N","3","6",4
2017-06-21,17,"B","N","3","7",5.9
2017-06-21,17,"B","N","4","1",4.5
2017-06-21,17,"B","N","4","2",6.5
2017-06-21,17,"B","N","4","3",7.1
2017-06-21,17,"B","N","4","4",3.7
2017-06-21,17,"B","N","4","5",5.4
2017-06-21,17,"B","N","4","6",7.1
2017-06-21,17,"B","N","4","7",9
2017-06-21,17,"B","N","5","1",4.1
2017-06-21,17,"B","N","5","2",5.4
2017-06-21,17,"B","N","5","3",6.2
2017-06-21,17,"B","N","5","4",8
2017-06-21,17,"B","N","5","5",4.1
2017-06-21,17,"B","N","5","6",3.6
2017-06-21,17,"B","N","5","7",1.5
2017-06-21,17,"B","N","6","1",7.4
2017-06-21,17,"B","N","6","2",8
2017-06-21,17,"B","N","6","3",7.7
2017-06-21,17,"B","N","6","4",4.5
2017-06-21,17,"B","N","6","5",5.3
2017-06-21,17,"B","N","6","6",6.5
2017-06-21,17,"B","N","6","7",1.2
2017-06-21,17,"B","N","7","1",5
2017-06-21,17,"B","N","7","2",3.3
2017-06-21,17,"B","N","7","3",5.5
2017-06-21,17,"B","N","7","4",3.7
2017-06-21,17,"B","N","7","5",2.8
2017-06-21,17,"B","N","7","6",4.7
2017-06-21,17,"B","N","7","7",5.9
2017-06-21,17,"B","N","8","1",6.4
2017-06-21,17,"B","N","8","2",7
2017-06-21,17,"B","N","8","3",6.7
2017-06-21,17,"B","N","8","4",7.1
2017-06-21,17,"B","N","8","5",5.4
2017-06-21,17,"B","N","8","6",3.7
2017-06-21,17,"B","N","8","7",6.1
2017-06-21,17,"B","N","9","1",6.3
2017-06-21,17,"B","N","9","2",5
2017-06-21,17,"B","N","9","3",4.5
2017-06-21,17,"B","N","9","4",2.4
2017-06-21,17,"B","N","9","5",4.5
2017-06-21,17,"B","N","9","6",3.2
2017-06-21,17,"B","N","9","7",6
2017-06-21,17,"B","N","10","1",4.8
2017-06-21,17,"B","N","10","2",3.5
2017-06-21,17,"B","N","10","3",9.5
2017-06-21,17,"B","N","10","4",7.2
2017-06-21,17,"B","N","10","5",3
2017-06-21,17,"B","N","10","6",3.9
2017-06-21,17,"B","N","10","7",4.8
2017-06-22,18,"A","N","1","1",6.5
2017-06-22,18,"A","N","1","2",NA
2017-06-22,18,"A","N","1","3",NA
2017-06-22,18,"A","N","1","4",NA
2017-06-22,18,"A","N","1","5",4.4
2017-06-22,18,"A","N","1","6",3.4
2017-06-22,18,"A","N","1","7",NA
2017-06-22,18,"A","N","2","1",9.5
2017-06-22,18,"A","N","2","2",6.6
2017-06-22,18,"A","N","2","3",NA
2017-06-22,18,"A","N","2","4",NA
2017-06-22,18,"A","N","2","5",2.7
2017-06-22,18,"A","N","2","6",NA
2017-06-22,18,"A","N","2","7",5.2
2017-06-22,18,"A","N","3","1",10.2
2017-06-22,18,"A","N","3","2",7.4
2017-06-22,18,"A","N","3","3",8.7
2017-06-22,18,"A","N","3","4",3.1
2017-06-22,18,"A","N","3","5",4.9
2017-06-22,18,"A","N","3","6",NA
2017-06-22,18,"A","N","3","7",11.9
2017-06-22,18,"A","N","4","1",2.4
2017-06-22,18,"A","N","4","2",6.4
2017-06-22,18,"A","N","4","3",9.5
2017-06-22,18,"A","N","4","4",5.1
2017-06-22,18,"A","N","4","5",5.6
2017-06-22,18,"A","N","4","6",2.6
2017-06-22,18,"A","N","4","7",9.5
2017-06-22,18,"A","N","5","1",5.5
2017-06-22,18,"A","N","5","2",3.5
2017-06-22,18,"A","N","5","3",4.2
2017-06-22,18,"A","N","5","4",15.2
